,batch size,epochs,width,height,act,loss_mean,loss_std,val_loss_mean,val_loss_std
60,20,50,0,32,relu,12.294817924499512,7.028934395102941,14.89043312072754,8.195473167439477
61,20,50,0,32,relu,12.516281700134277,7.2713933147173,15.0588134765625,8.505036169407415
62,20,50,1,32,relu,6.9166234016418455,3.0503300809231035,9.766602993011475,2.8476698196518546
63,20,50,1,32,relu,6.499494123458862,3.084379670903241,9.326771068572999,3.0697501949670354
64,20,50,2,32,relu,5.134992218017578,3.0373198872854648,8.375451374053956,3.272997704901104
65,20,50,2,32,relu,4.811726665496826,2.2389116200312524,7.789005851745605,2.5830320928414308
66,20,50,0,64,relu,9.595150566101074,4.617281887248554,11.53615074157715,4.83620007472785
67,20,50,0,64,relu,10.514785385131836,5.905008383062247,12.816495132446288,6.463173112368857
68,20,50,1,64,relu,5.1574077129364015,2.626486761767052,8.079015731811523,2.600616820935993
69,20,50,1,64,relu,5.209264898300171,2.5009795185869135,7.9631874561309814,3.099732588464776
70,20,50,2,64,relu,3.1051038265228272,2.031212056680186,6.0285016059875485,2.856207708557419
71,20,50,2,64,relu,2.686868405342102,2.05721494988682,5.657134771347046,3.7123188641009546
72,20,100,0,16,relu,10.806465530395508,5.461103852688858,12.924028015136718,5.790442532073824
73,20,100,0,16,relu,10.894206428527832,4.858605851186985,13.453991317749024,5.728097579537259
74,20,100,1,16,relu,6.55451774597168,2.3259336251368152,9.240034866333009,2.017365439584598
75,20,100,1,16,relu,6.5290755271911625,3.090203661625649,9.398964023590088,3.4409805894461574
0,20,100,1,32,relu,4.474380207061768,1.9827559280876679,9.343239879608154,5.132193132552234
1,20,100,1,32,relu,4.269131231307983,2.530049252387638,8.94567699432373,5.564496095122451
2,20,100,2,32,relu,2.595421385765076,1.9090138933966962,6.9897092342376705,4.866234146715387
3,20,100,2,32,relu,2.4639749050140383,1.679729670490574,7.3665262222290036,5.000051320342157
4,20,100,0,64,relu,6.809342098236084,2.467709561065263,10.086011600494384,4.825920202146909
5,20,100,0,64,relu,6.834620761871338,2.5847735570529404,9.991889572143554,4.085343134338158
6,20,100,1,64,relu,2.6158589124679565,2.1788274575870243,7.625578260421753,5.807033506239462
7,20,100,1,64,relu,2.8017516851425173,2.318560071412482,8.253235292434692,6.24949405443114
8,20,100,2,64,relu,1.4042975187301636,1.2057046864881062,5.689409303665161,3.950972862118065
9,20,100,2,64,relu,1.4904435753822327,1.529192357705568,6.4636945724487305,5.05012628752514
10,20,200,0,16,relu,7.730053424835205,2.19640613676152,11.390574264526368,5.212929405734624
11,20,200,0,16,relu,7.680383586883545,2.054832691351473,11.16591682434082,4.758578595176484
12,20,200,1,16,relu,4.34467248916626,1.986581752612129,9.146083354949951,3.7490527718789006
13,20,200,1,16,relu,4.895044183731079,1.7885699543157612,10.327834987640381,4.150914675435919
14,20,200,2,16,relu,3.3906614780426025,1.5723279448148848,9.086813259124757,4.748928442308935
15,20,200,2,16,relu,3.429703617095947,1.750782131986731,8.871262645721435,5.002317312068506
16,20,200,0,32,relu,5.846846008300782,1.750778751396862,9.734292316436768,4.537799225461998
17,20,200,0,32,relu,6.014913082122803,1.6412998216827244,10.3473331451416,4.645685805496592
18,20,200,1,32,relu,1.9639609217643739,1.8765182286854212,7.33722677230835,5.292622879339942
19,20,200,1,32,relu,2.7754622220993044,1.8411667461350119,7.336682510375977,4.149226207304698
20,20,200,2,32,relu,1.4896832704544067,1.2111680973601735,7.83681902885437,6.329214211477644
21,20,200,2,32,relu,1.2625178694725037,0.8785087626284891,6.257933759689331,4.168457507305141
22,20,200,0,64,relu,4.4286696434021,1.7002723722792714,9.114257383346558,4.425959798437782
23,20,200,0,64,relu,4.700877714157104,1.7532899716135772,9.279115009307862,4.857955557241893
24,20,200,1,64,relu,0.9462282210588455,0.9976730845951698,5.541665053367614,5.092784571518098
25,20,200,1,64,relu,1.2772168159484862,1.215232026239439,6.673496198654175,5.616823932816166
26,20,200,2,64,relu,0.5187599390745163,0.4649740787622895,4.944189786911011,5.166584404910595
27,20,200,2,64,relu,0.554832610487938,0.47814319580976333,6.621959614753723,7.57523310609161
28,30,50,0,16,relu,28.520674324035646,27.568844380627382,26.88875722885132,18.272145760174553
29,30,50,0,16,relu,21.671729469299315,17.018212703043158,21.409741401672363,11.381616634288823
30,30,50,1,16,relu,10.651798725128174,4.200035298999825,12.990919017791748,7.074629821085776
31,30,50,1,16,relu,10.375796127319337,4.208071481405052,12.585565853118897,5.6500521170083156
32,30,50,2,16,relu,7.731292819976806,2.8438587917648714,12.155254554748534,6.482311260690847
33,30,50,2,16,relu,8.013787174224854,3.350587106721753,11.24571123123169,5.827093455278081
34,30,50,0,32,relu,13.51152687072754,7.390713208048637,14.666978645324708,7.099771482208156
35,30,50,0,32,relu,16.090780353546144,12.062439962538331,15.960359954833985,8.219147693867527
36,30,50,1,32,relu,7.225834846496582,3.2229547224159623,9.966725635528565,4.894308767408691
37,30,50,1,32,relu,7.41961898803711,3.4295861804244736,10.554626846313477,4.498454728216034
38,30,50,2,32,relu,5.069365453720093,3.3535933574275956,9.18143982887268,6.5356342444753
39,30,50,2,32,relu,5.162650871276855,2.801808834280667,9.04272108078003,4.959546947900692
40,30,50,0,64,relu,11.57246503829956,7.158947170757662,12.882717418670655,6.872796703308157
41,30,50,0,64,relu,11.952673435211182,7.904208052140423,13.143239593505859,7.605942145210924
42,30,50,1,64,relu,5.418440103530884,2.8683051939282773,10.083168029785156,5.084286594596557
43,30,50,1,64,relu,5.607977437973022,2.913190143703775,9.928001308441162,5.689733506722311
44,30,50,2,64,relu,3.3072006940841674,2.6105102870332395,7.753994083404541,5.683511750505972
45,30,50,2,64,relu,3.3164493799209596,2.2401347163636496,8.39722228050232,5.318988817202005
46,30,100,0,16,relu,12.279770660400391,6.53896118172343,13.879730892181396,6.692725625784957
47,30,100,0,16,relu,12.817683792114257,7.510450918284663,14.68016185760498,7.778709963807276
48,30,100,1,16,relu,7.066108131408692,2.6312128065507365,11.436635589599609,4.605089883543645
49,30,100,1,16,relu,6.619797325134277,3.2494946824841615,9.903649044036865,4.699044150402787
50,30,100,2,16,relu,5.016884851455688,2.3582664740585404,8.87627820968628,3.999240231321587
51,30,100,2,16,relu,5.2697759628295895,2.6167876787010367,9.203137016296386,3.917578242903723
52,30,100,0,32,relu,9.903386306762695,5.363291404978829,12.036779689788819,6.126056754599447
53,30,100,0,32,relu,10.058980369567871,5.414046407998222,12.573803997039795,6.254656046960953
54,30,100,1,32,relu,4.803211498260498,2.539077777132813,9.150327253341676,5.362025907293734
